               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  75,            0.065726,             0.10949,                   0,             0.67991,             0.54286,             0.57807,             0.18226,            0.082261,             0.13684,                   0,           0.0085348,           0.0085348,           0.0085348
                  76,            0.064418,            0.092304,                   0,             0.67991,             0.54286,             0.57807,             0.18226,            0.082261,             0.13684,                   0,            0.008515,            0.008515,            0.008515
                  77,            0.061602,             0.09018,                   0,             0.37307,             0.44127,             0.36488,             0.11586,            0.076716,             0.14381,                   0,           0.0084952,           0.0084952,           0.0084952
                  78,            0.073093,            0.085639,                   0,             0.37307,             0.44127,             0.36488,             0.11586,            0.076716,             0.14381,                   0,           0.0084754,           0.0084754,           0.0084754
                  79,            0.071054,            0.088515,                   0,             0.66343,             0.54603,             0.61883,             0.21052,             0.07585,             0.14446,                   0,           0.0084556,           0.0084556,           0.0084556
                  80,            0.065787,            0.095873,                   0,             0.66343,             0.54603,             0.61883,             0.21052,             0.07585,             0.14446,                   0,           0.0084358,           0.0084358,           0.0084358
                  81,            0.063064,            0.090776,                   0,             0.37789,             0.42232,             0.37671,             0.09237,            0.074458,             0.14719,                   0,            0.008416,            0.008416,            0.008416
                  82,            0.065264,            0.098192,                   0,             0.37789,             0.42232,             0.37671,             0.09237,            0.074458,             0.14719,                   0,           0.0083962,           0.0083962,           0.0083962
                  83,            0.065036,            0.096437,                   0,             0.74395,             0.67619,              0.7056,             0.20919,            0.067046,             0.13333,                   0,           0.0083764,           0.0083764,           0.0083764
                  84,            0.060722,            0.097661,                   0,             0.74395,             0.67619,              0.7056,             0.20919,            0.067046,             0.13333,                   0,           0.0083566,           0.0083566,           0.0083566
                  85,            0.053367,            0.084673,                   0,             0.38368,             0.48571,             0.33417,             0.10889,             0.07224,             0.13273,                   0,           0.0083368,           0.0083368,           0.0083368
                  86,            0.069813,            0.089133,                   0,             0.38368,             0.48571,             0.33417,             0.10889,             0.07224,             0.13273,                   0,            0.008317,            0.008317,            0.008317
                  87,            0.068154,             0.10933,                   0,             0.69324,             0.71741,             0.77351,             0.26082,            0.069397,             0.13682,                   0,           0.0082972,           0.0082972,           0.0082972
                  88,            0.055345,            0.097494,                   0,             0.69324,             0.71741,             0.77351,             0.26082,            0.069397,             0.13682,                   0,           0.0082774,           0.0082774,           0.0082774
                  89,            0.056966,            0.087794,                   0,             0.47033,             0.56508,             0.55897,             0.16797,            0.066754,             0.13988,                   0,           0.0082576,           0.0082576,           0.0082576
                  90,            0.063635,            0.090051,                   0,             0.47033,             0.56508,             0.55897,             0.16797,            0.066754,             0.13988,                   0,           0.0082378,           0.0082378,           0.0082378
                  91,            0.061582,             0.10282,                   0,              0.8216,             0.75873,              0.8093,             0.25651,            0.074705,             0.13611,                   0,            0.008218,            0.008218,            0.008218
                  92,             0.06206,            0.092309,                   0,              0.8216,             0.75873,              0.8093,             0.25651,            0.074705,             0.13611,                   0,           0.0081982,           0.0081982,           0.0081982
                  93,            0.062346,               0.101,                   0,             0.59188,             0.52063,             0.56059,             0.17654,            0.066564,             0.14337,                   0,           0.0081784,           0.0081784,           0.0081784
