               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  60,            0.034985,            0.060095,                   0,             0.88135,             0.90947,             0.88216,             0.47527,            0.039443,            0.051196,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.031825,            0.059578,                   0,              0.8784,             0.92155,             0.88887,             0.46709,            0.039692,            0.050237,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.033203,            0.064099,                   0,             0.87595,             0.92987,             0.88622,             0.49468,            0.039782,            0.051403,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.033972,            0.063417,                   0,             0.87639,             0.93364,             0.90247,             0.49285,            0.038232,            0.051443,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.033309,            0.064122,                   0,             0.87188,             0.93004,             0.89542,              0.4578,             0.04131,            0.050461,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.032914,            0.056508,                   0,             0.86887,              0.9271,             0.89999,             0.50935,            0.038458,            0.050942,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.032241,            0.060616,                   0,             0.86889,             0.93004,             0.89117,             0.44551,             0.04175,            0.050529,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.032903,            0.063533,                   0,             0.87885,             0.92545,             0.90508,              0.4759,            0.039947,            0.051178,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.030332,            0.056986,                   0,             0.87929,             0.92932,             0.90538,             0.47939,            0.039981,             0.05228,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.032333,            0.060799,                   0,             0.87572,             0.92791,             0.89188,             0.48016,            0.039077,            0.051021,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.032164,            0.055413,                   0,             0.87117,             0.92593,             0.88381,             0.50563,            0.038066,            0.051439,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.032801,             0.05871,                   0,             0.87808,             0.92181,              0.8832,             0.49726,            0.038275,            0.050939,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.030097,            0.067581,                   0,             0.84384,             0.92181,             0.87145,             0.45482,            0.041225,            0.051989,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.032377,            0.057198,                   0,             0.85835,             0.92267,             0.89058,             0.49039,            0.038934,            0.052063,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.029727,            0.053318,                   0,             0.86639,             0.93396,             0.89427,             0.50585,            0.039169,            0.050918,                   0,            0.002773,            0.002773,            0.002773
